wavelength,excitation,emission
370,NaN,NaN
371,NaN,NaN
372,NaN,NaN
373,NaN,NaN
374,NaN,NaN
375,NaN,NaN
376,NaN,NaN
377,NaN,NaN
378,NaN,NaN
379,NaN,NaN
380,NaN,NaN
381,NaN,NaN
382,NaN,NaN
383,NaN,NaN
384,NaN,NaN
385,NaN,NaN
386,NaN,NaN
387,NaN,NaN
388,NaN,NaN
389,NaN,NaN
390,NaN,NaN
391,NaN,NaN
392,NaN,NaN
393,NaN,NaN
394,NaN,NaN
395,NaN,NaN
396,NaN,NaN
397,NaN,NaN
398,NaN,NaN
399,NaN,NaN
400,NaN,NaN
401,NaN,NaN
402,NaN,NaN
403,NaN,NaN
404,NaN,NaN
405,NaN,NaN
406,NaN,NaN
407,NaN,NaN
408,NaN,NaN
409,NaN,NaN
410,NaN,NaN
411,NaN,NaN
412,NaN,NaN
413,NaN,NaN
414,NaN,NaN
415,NaN,NaN
416,NaN,NaN
417,NaN,NaN
418,NaN,NaN
419,NaN,NaN
420,NaN,NaN
421,NaN,NaN
422,NaN,NaN
423,NaN,NaN
424,NaN,NaN
425,NaN,NaN
426,NaN,NaN
427,NaN,NaN
428,NaN,NaN
429,NaN,NaN
430,NaN,NaN
431,NaN,NaN
432,NaN,NaN
433,NaN,NaN
434,NaN,NaN
435,NaN,NaN
436,NaN,NaN
437,NaN,NaN
438,NaN,NaN
439,NaN,NaN
440,NaN,NaN
441,NaN,NaN
442,NaN,NaN
443,NaN,NaN
444,NaN,NaN
445,NaN,NaN
446,NaN,NaN
447,NaN,NaN
448,NaN,NaN
449,NaN,NaN
450,NaN,NaN
451,NaN,NaN
452,NaN,NaN
453,NaN,NaN
454,NaN,NaN
455,NaN,NaN
456,NaN,NaN
457,NaN,NaN
458,NaN,NaN
459,NaN,NaN
460,NaN,NaN
461,NaN,NaN
462,NaN,NaN
463,NaN,NaN
464,NaN,NaN
465,NaN,NaN
466,NaN,NaN
467,NaN,NaN
468,NaN,NaN
469,NaN,NaN
470,NaN,NaN
471,NaN,NaN
472,NaN,NaN
473,NaN,NaN
474,NaN,NaN
475,NaN,NaN
476,NaN,NaN
477,NaN,NaN
478,NaN,NaN
479,NaN,NaN
480,NaN,NaN
481,NaN,NaN
482,NaN,NaN
483,NaN,NaN
484,NaN,NaN
485,NaN,NaN
486,NaN,NaN
487,NaN,NaN
488,NaN,NaN
489,NaN,NaN
490,NaN,NaN
491,NaN,NaN
492,NaN,NaN
493,NaN,NaN
494,NaN,NaN
495,NaN,NaN
496,NaN,NaN
497,NaN,NaN
498,NaN,NaN
499,NaN,NaN
500,0.014104,NaN
501,0.014452,NaN
502,0.015092,NaN
503,0.015586,NaN
504,0.016175,NaN
505,0.016816,NaN
506,0.017333,NaN
507,0.017928,NaN
508,0.018776,NaN
509,0.01954,NaN
510,0.020383,NaN
511,0.021349,NaN
512,0.022438,NaN
513,0.023534,NaN
514,0.025022,NaN
515,0.026381,NaN
516,0.028016,NaN
517,0.029852,NaN
518,0.031774,NaN
519,0.033689,NaN
520,0.035986,NaN
521,0.038205,NaN
522,0.040732,NaN
523,0.043158,NaN
524,0.045872,NaN
525,0.048674,NaN
526,0.052089,NaN
527,0.05411,NaN
528,0.05622,NaN
529,0.058774,NaN
530,0.062178,NaN
531,0.065173,NaN
532,0.068151,NaN
533,0.0688,NaN
534,0.071279,NaN
535,0.073044,NaN
536,0.074766,NaN
537,0.076668,NaN
538,0.07717,NaN
539,0.079253,NaN
540,0.08003,NaN
541,0.081247,NaN
542,0.082671,NaN
543,0.084018,NaN
544,0.085533,NaN
545,0.087341,NaN
546,0.091473,NaN
547,0.092038,NaN
548,0.095527,NaN
549,0.09712,NaN
550,0.1008,NaN
551,0.1038,NaN
552,0.10831,NaN
553,0.11311,NaN
554,0.11732,NaN
555,0.12362,NaN
556,0.12795,NaN
557,0.13682,NaN
558,0.14309,NaN
559,0.15162,NaN
560,0.16027,NaN
561,0.16754,NaN
562,0.18036,NaN
563,0.18984,NaN
564,0.20062,NaN
565,0.21335,NaN
566,0.22482,NaN
567,0.23676,NaN
568,0.24854,NaN
569,0.25816,NaN
570,0.2717,NaN
571,0.28382,NaN
572,0.29401,NaN
573,0.30576,NaN
574,0.31249,NaN
575,0.326,NaN
576,0.32998,NaN
577,0.33864,NaN
578,0.34497,NaN
579,0.34868,NaN
580,0.35054,NaN
581,0.3534,NaN
582,0.3521,NaN
583,0.35113,NaN
584,0.34846,NaN
585,0.34596,NaN
586,0.3407,NaN
587,0.34136,NaN
588,0.33556,NaN
589,0.32628,NaN
590,0.32676,NaN
591,0.31858,NaN
592,0.31277,NaN
593,0.31015,NaN
594,0.30717,NaN
595,0.30555,NaN
596,0.30204,NaN
597,0.3033,NaN
598,0.31003,NaN
599,0.31237,NaN
600,0.31565,NaN
601,0.32355,NaN
602,0.32688,NaN
603,0.33885,NaN
604,0.3473,NaN
605,0.3611,0.011023
606,0.37849,0.01337
607,0.39706,0.014055
608,0.41218,0.017827
609,0.42985,0.020655
610,0.44795,0.023654
611,0.47422,0.028882
612,0.50069,0.033253
613,0.52804,0.038481
614,0.55707,0.045766
615,0.58632,0.052794
616,0.61615,0.062393
617,0.64923,0.071478
618,0.67711,0.087504
619,0.70807,0.10053
620,0.74632,0.11562
621,0.78228,0.13053
622,0.81743,0.1541
623,0.85005,0.17801
624,0.87837,0.20406
625,0.91005,0.23415
626,0.93086,0.26303
627,0.94972,0.29919
628,0.97626,0.33159
629,0.98467,0.36536
630,0.99425,0.41207
631,1,0.45063
632,0.99844,0.49546
633,0.99695,0.54354
634,0.98574,0.5869
635,0.96946,0.63258
636,0.95371,0.68324
637,0.92362,0.71461
638,0.90219,0.76106
639,0.86374,0.79448
640,0.82959,0.84522
641,0.78765,0.87804
642,0.74539,0.90427
643,0.70703,0.92338
644,0.65924,0.95723
645,0.61647,0.9766
646,0.58551,0.98766
647,0.55409,1
648,0.5233,0.99726
649,0.49877,0.99966
650,0.45869,0.98594
651,0.42132,0.98055
652,0.37089,0.95998
653,0.32251,0.94781
654,0.28549,0.93272
655,0.24554,0.90324
656,0.21777,0.87916
657,0.19518,0.8549
658,0.17225,0.81753
659,0.15253,0.79002
660,0.13436,0.76097
661,0.11648,0.73637
662,0.10361,0.702
663,0.089884,0.67329
664,0.077828,0.63773
665,0.068335,0.6031
666,0.0592,0.5839
667,0.050409,0.55159
668,0.04562,0.52314
669,0.038601,0.49657
670,0.03332,0.47532
671,0.029576,0.44704
672,0.024911,0.42347
673,0.022284,0.40118
674,0.01949,0.37993
675,0.016387,0.3591
676,0.014333,0.3399
677,0.011627,0.32542
678,0.010431,0.30691
679,0.010038,0.2932
680,0.0078443,0.27871
681,0.0065957,0.26723
682,0.0057818,0.24846
683,0.0046644,0.23723
684,0.0038617,0.2218
685,0.0035247,0.21632
686,0.0035139,0.2098
687,0.0021978,0.20003
688,0.0024969,0.19198
689,0.0017926,0.18358
690,0.0018201,0.17861
691,0.0012875,0.17252
692,0.0012297,0.16652
693,0.00069136,0.16001
694,0.00071909,0.15375
695,0.00018458,0.15281
696,0.00031465,0.14638
697,0.00001,0.14064
698,0.00001,0.14304
699,0.00013007,0.1367
700,0.00001,0.13636
701,NaN,0.13661
702,NaN,0.1307
703,NaN,0.12847
704,NaN,0.12856
705,NaN,0.1259
706,NaN,0.12693
707,NaN,0.12427
708,NaN,0.12307
709,NaN,0.1181
710,NaN,0.11673
711,NaN,0.11407
712,NaN,0.1139
713,NaN,0.1133
714,NaN,0.11116
715,NaN,0.10987
716,NaN,0.10319
717,NaN,0.10276
718,NaN,0.10302
719,NaN,0.10147
720,NaN,0.097617
721,NaN,0.093075
722,NaN,0.090933
723,NaN,0.088876
724,NaN,0.089218
725,NaN,0.082791
726,NaN,0.079191
727,NaN,0.079191
728,NaN,0.074477
729,NaN,0.073535
730,NaN,0.07242
731,NaN,0.064107
732,NaN,0.06265
733,NaN,0.061964
734,NaN,0.057851
735,NaN,0.056051
736,NaN,0.054508
737,NaN,0.052965
738,NaN,0.052623
739,NaN,0.04808
740,NaN,0.045509
741,NaN,0.042167
742,NaN,0.042252
743,NaN,0.040195
744,NaN,0.03771
745,NaN,0.034453
746,NaN,0.03411
747,NaN,0.031711
748,NaN,0.030339
749,NaN,0.028882
750,NaN,0.027597
751,NaN,0.027168
752,NaN,0.024854
753,NaN,0.024683
754,NaN,0.022797
755,NaN,0.020655
756,NaN,0.020912
757,NaN,0.020569
758,NaN,0.019283
759,NaN,0.018427
760,NaN,0.017827
761,NaN,0.015255
762,NaN,0.014484
763,NaN,0.014313
764,NaN,0.014141
765,NaN,0.01277
766,NaN,0.013113
767,NaN,0.011999
768,NaN,0.011056
769,NaN,0.012342
770,NaN,0.010627
771,NaN,0.0099417
772,NaN,0.010199
773,NaN,0.01037
774,NaN,0.010285
775,NaN,0.0089133
776,NaN,NaN
777,NaN,NaN
778,NaN,NaN
779,NaN,NaN
780,NaN,NaN
781,NaN,NaN
782,NaN,NaN
783,NaN,NaN
784,NaN,NaN
785,NaN,NaN
786,NaN,NaN
787,NaN,NaN
788,NaN,NaN
789,NaN,NaN
790,NaN,NaN
791,NaN,NaN
792,NaN,NaN
793,NaN,NaN
794,NaN,NaN
795,NaN,NaN
796,NaN,NaN
797,NaN,NaN
798,NaN,NaN
799,NaN,NaN
800,NaN,NaN
801,NaN,NaN
802,NaN,NaN
803,NaN,NaN
804,NaN,NaN
805,NaN,NaN
806,NaN,NaN
807,NaN,NaN
808,NaN,NaN
809,NaN,NaN
810,NaN,NaN
811,NaN,NaN
812,NaN,NaN
813,NaN,NaN
814,NaN,NaN
815,NaN,NaN
816,NaN,NaN
817,NaN,NaN
818,NaN,NaN
819,NaN,NaN
820,NaN,NaN
821,NaN,NaN
822,NaN,NaN
823,NaN,NaN
824,NaN,NaN
825,NaN,NaN
826,NaN,NaN
827,NaN,NaN
828,NaN,NaN
829,NaN,NaN
830,NaN,NaN
831,NaN,NaN
832,NaN,NaN
833,NaN,NaN
834,NaN,NaN
835,NaN,NaN
836,NaN,NaN
837,NaN,NaN
838,NaN,NaN
839,NaN,NaN
840,NaN,NaN
841,NaN,NaN
842,NaN,NaN
843,NaN,NaN
844,NaN,NaN
845,NaN,NaN
846,NaN,NaN
847,NaN,NaN
848,NaN,NaN
849,NaN,NaN
850,NaN,NaN
851,NaN,NaN
852,NaN,NaN
853,NaN,NaN
854,NaN,NaN
855,NaN,NaN
856,NaN,NaN
857,NaN,NaN
858,NaN,NaN
859,NaN,NaN
860,NaN,NaN
861,NaN,NaN
862,NaN,NaN
863,NaN,NaN
864,NaN,NaN
865,NaN,NaN
866,NaN,NaN
867,NaN,NaN
868,NaN,NaN
869,NaN,NaN
870,NaN,NaN
871,NaN,NaN
872,NaN,NaN
873,NaN,NaN
874,NaN,NaN
875,NaN,NaN
876,NaN,NaN
877,NaN,NaN
878,NaN,NaN
879,NaN,NaN
880,NaN,NaN
881,NaN,NaN
882,NaN,NaN
883,NaN,NaN
884,NaN,NaN
885,NaN,NaN
886,NaN,NaN
887,NaN,NaN
888,NaN,NaN
889,NaN,NaN
890,NaN,NaN
891,NaN,NaN
892,NaN,NaN
893,NaN,NaN
894,NaN,NaN
895,NaN,NaN
896,NaN,NaN
897,NaN,NaN
898,NaN,NaN
899,NaN,NaN
900,NaN,NaN
901,NaN,NaN
902,NaN,NaN
903,NaN,NaN
904,NaN,NaN
905,NaN,NaN
906,NaN,NaN
907,NaN,NaN
908,NaN,NaN
909,NaN,NaN
910,NaN,NaN
911,NaN,NaN
912,NaN,NaN
913,NaN,NaN
914,NaN,NaN
915,NaN,NaN
916,NaN,NaN
917,NaN,NaN
918,NaN,NaN
919,NaN,NaN
920,NaN,NaN
921,NaN,NaN
922,NaN,NaN
923,NaN,NaN
924,NaN,NaN
925,NaN,NaN
926,NaN,NaN
927,NaN,NaN
928,NaN,NaN
929,NaN,NaN
930,NaN,NaN
931,NaN,NaN
932,NaN,NaN
933,NaN,NaN
934,NaN,NaN
935,NaN,NaN
936,NaN,NaN
937,NaN,NaN
938,NaN,NaN
939,NaN,NaN
940,NaN,NaN
941,NaN,NaN
942,NaN,NaN
943,NaN,NaN
944,NaN,NaN
945,NaN,NaN
946,NaN,NaN
947,NaN,NaN
948,NaN,NaN
949,NaN,NaN
950,NaN,NaN
951,NaN,NaN
952,NaN,NaN
953,NaN,NaN
954,NaN,NaN
955,NaN,NaN
956,NaN,NaN
957,NaN,NaN
958,NaN,NaN
959,NaN,NaN
960,NaN,NaN
961,NaN,NaN
962,NaN,NaN
963,NaN,NaN
964,NaN,NaN
965,NaN,NaN
966,NaN,NaN
967,NaN,NaN
968,NaN,NaN
969,NaN,NaN
970,NaN,NaN
971,NaN,NaN
972,NaN,NaN
973,NaN,NaN
974,NaN,NaN
975,NaN,NaN
976,NaN,NaN
977,NaN,NaN
978,NaN,NaN
979,NaN,NaN
980,NaN,NaN
981,NaN,NaN
982,NaN,NaN
983,NaN,NaN
984,NaN,NaN
985,NaN,NaN
986,NaN,NaN
987,NaN,NaN
988,NaN,NaN
989,NaN,NaN
990,NaN,NaN
991,NaN,NaN
992,NaN,NaN
993,NaN,NaN
994,NaN,NaN
995,NaN,NaN
996,NaN,NaN
997,NaN,NaN
998,NaN,NaN
999,NaN,NaN
1000,NaN,NaN
1001,NaN,NaN
1002,NaN,NaN
1003,NaN,NaN
1004,NaN,NaN
1005,NaN,NaN
1006,NaN,NaN
1007,NaN,NaN
1008,NaN,NaN
1009,NaN,NaN
1010,NaN,NaN
1011,NaN,NaN
1012,NaN,NaN
1013,NaN,NaN
1014,NaN,NaN
1015,NaN,NaN
1016,NaN,NaN
1017,NaN,NaN
1018,NaN,NaN
1019,NaN,NaN
1020,NaN,NaN
1021,NaN,NaN
1022,NaN,NaN
1023,NaN,NaN
1024,NaN,NaN
1025,NaN,NaN
1026,NaN,NaN
1027,NaN,NaN
1028,NaN,NaN
1029,NaN,NaN
1030,NaN,NaN
1031,NaN,NaN
1032,NaN,NaN
1033,NaN,NaN
1034,NaN,NaN
1035,NaN,NaN
1036,NaN,NaN
1037,NaN,NaN
1038,NaN,NaN
1039,NaN,NaN
1040,NaN,NaN
1041,NaN,NaN
1042,NaN,NaN
1043,NaN,NaN
1044,NaN,NaN
1045,NaN,NaN
1046,NaN,NaN
1047,NaN,NaN
1048,NaN,NaN
1049,NaN,NaN
1050,NaN,NaN
1051,NaN,NaN
1052,NaN,NaN
1053,NaN,NaN
1054,NaN,NaN
1055,NaN,NaN
1056,NaN,NaN
1057,NaN,NaN
1058,NaN,NaN
1059,NaN,NaN
1060,NaN,NaN
1061,NaN,NaN
1062,NaN,NaN
1063,NaN,NaN
1064,NaN,NaN
1065,NaN,NaN
1066,NaN,NaN
1067,NaN,NaN
1068,NaN,NaN
1069,NaN,NaN
1070,NaN,NaN
1071,NaN,NaN
1072,NaN,NaN
1073,NaN,NaN
1074,NaN,NaN
1075,NaN,NaN
1076,NaN,NaN
1077,NaN,NaN
1078,NaN,NaN
1079,NaN,NaN
1080,NaN,NaN
1081,NaN,NaN
1082,NaN,NaN
1083,NaN,NaN
1084,NaN,NaN
1085,NaN,NaN
1086,NaN,NaN
1087,NaN,NaN
1088,NaN,NaN
1089,NaN,NaN
1090,NaN,NaN
1091,NaN,NaN
1092,NaN,NaN
1093,NaN,NaN
1094,NaN,NaN
1095,NaN,NaN
1096,NaN,NaN
1097,NaN,NaN
1098,NaN,NaN
1099,NaN,NaN
1100,NaN,NaN
